place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
2,2,2,2.0,2021,19.0,30.0,2.0,1.0,4,2.0,1.0,1.0,30.0,1,12,5,56,56121,2,2,0.0,3.0,47.75372,-3.36236,18,3,2
1,1,1,2.0,2021,15.0,30.0,0.0,1.0,4,2.0,1.0,3.0,50.0,21,5,1,56,56083,1,1,0.0,6.0,47.82608,-3.24268,20,1,1
1,1,1,1.0,2021,34.0,7.0,0.0,1.0,3,2.0,1.0,3.0,80.0,19,9,3,50,50502,1,3,0.0,5.0,49.09433,-1.09287,2,2,1
1,1,2,1.0,2021,29.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,9,1,65,65440,2,2,0.0,3.0,43.228829,0.083079,10,2,2
1,1,2,1.0,2021,43.0,7.0,2.0,1.0,3,2.0,1.0,1.0,50.0,17,11,5,73,73008,2,1,0.0,2.0,45.67918,5.91043,18,2,2
2,2,1,8.0,2021,30.0,10.0,2.0,1.0,3,1.0,1.0,1.0,50.0,11,9,1,94,94011,2,9,0.0,3.0,48.76332,2.47986,8,4,2
1,1,1,8.0,2021,38.0,7.0,2.0,1.0,3,2.0,1.0,1.0,50.0,9,1,5,93,93010,2,2,0.0,3.0,48.9040577457,2.4707089732,19,2,2
1,1,1,1.0,2021,21.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,21,11,5,77,77040,2,1,0.0,1.0,48.527824,2.568856,3,2,2
1,1,1,0.0,2021,54.0,7.0,0.0,1.0,3,2.0,1.0,4.0,50.0,4,4,5,29,29111,2,1,0.0,6.0,48.579394,-4.211508,22,1,1
2,2,2,8.0,2021,74.0,7.0,2.0,1.0,1,1.0,1.0,1.0,130.0,19,11,1,13,13105,1,1,0.0,2.0,43.761238,5.077883,15,3,2
1,1,1,2.0,2021,62.0,33.0,2.0,1.0,2,2.0,1.0,1.0,80.0,11,10,1,10,10074,1,1,1.0,1.0,48.121958,3.951817,7,2,2
1,1,1,0.0,2021,15.0,1.0,0.0,5.0,4,2.0,1.0,1.0,50.0,24,4,1,64,64230,2,1,0.0,7.0,43.209068,-0.395424,15,1,1
2,2,2,1.0,2021,29.0,7.0,2.0,1.0,3,2.0,1.0,1.0,90.0,28,12,3,77,77534,1,1,0.0,1.0,48.6350909062,2.7452921808,20,3,2
1,1,1,0.0,2021,38.0,7.0,0.0,1.0,3,2.0,1.0,8.0,80.0,6,2,3,50,50267,1,6,0.0,7.0,49.230392,-1.534234,21,1,1
2,2,1,2.0,2021,18.0,30.0,2.0,1.0,3,2.0,1.0,1.0,50.0,31,3,1,42,42094,2,3,0.0,3.0,45.750533,4.226367,12,3,2
10,3,1,0.0,2021,24.0,7.0,1.0,1.0,3,2.0,1.0,1.0,50.0,5,10,5,94,94071,2,1,0.0,6.0,48.77419,2.50858,7,2,1
1,1,1,1.0,2021,36.0,7.0,0.0,1.0,4,2.0,1.0,1.0,80.0,19,5,2,56,56178,1,1,0.0,6.0,48.066981,-2.993774,21,1,1
1,1,2,1.0,2021,37.0,7.0,2.0,1.0,3,2.0,1.0,1.0,70.0,3,4,1,89,89206,1,1,0.0,4.0,47.971422,3.431275,15,3,3
1,1,1,2.0,2021,17.0,2.0,0.0,1.0,3,2.0,1.0,1.0,30.0,9,10,1,59,59400,2,1,0.0,6.0,50.649078,2.640117,16,1,1
2,2,1,2.0,2021,18.0,2.0,2.0,1.0,7,2.0,2.0,1.0,50.0,12,2,5,31,31555,2,1,1.0,1.0,43.56792,1.45753,17,6,2
1,1,1,2.0,2021,33.0,31.0,2.0,1.0,3,2.0,1.0,1.0,50.0,1,4,1,57,57603,2,3,0.0,3.0,49.4795,5.955618,17,3,2
1,1,1,2.0,2021,27.0,30.0,2.0,3.0,3,2.0,1.0,1.0,30.0,14,11,5,92,92040,2,1,0.0,3.0,48.8227146395,2.268499732,20,2,2
1,1,1,2.0,2021,68.0,1.0,2.0,5.0,2,3.0,1.0,5.0,70.0,11,7,1,76,76660,1,1,0.0,3.0,49.4526208982,0.271359086,8,2,2
2,2,2,2.0,2021,19.0,30.0,2.0,1.0,4,2.0,1.0,1.0,30.0,26,8,5,69,69199,2,2,0.0,3.0,45.70815,4.85722,23,3,2
1,1,2,0.0,2021,17.0,1.0,2.0,5.0,3,2.0,1.0,1.0,80.0,30,7,3,39,39299,1,1,0.0,2.0,46.94634,5.355685,21,2,2
1,1,1,1.0,2021,21.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,6,8,2,84,84007,2,2,0.0,5.0,43.93418,4.83141,7,5,3
1,1,1,1.0,2021,48.0,7.0,0.0,1.0,1,3.0,1.0,3.0,130.0,2,8,3,33,33284,1,1,0.0,6.0,44.630917,-0.934653,21,1,1
1,1,2,1.0,2021,50.0,7.0,2.0,1.0,1,3.0,1.0,1.0,130.0,8,11,1,77,77333,1,1,0.0,4.0,48.25887,2.725918,15,3,3
10,3,1,0.0,2021,66.0,7.0,1.0,1.0,6,1.0,1.0,1.0,20.0,15,12,1,13,13117,2,1,0.0,6.0,43.44705,5.24795,9,2,1
1,1,1,2.0,2021,61.0,33.0,0.0,1.0,4,2.0,1.0,1.0,50.0,5,8,1,26,26362,2,1,0.0,6.0,44.90262,4.88464,10,1,1
1,1,1,8.0,2021,18.0,99.0,2.0,5.0,3,2.0,1.0,1.0,50.0,12,8,1,13,13215,2,2,0.0,3.0,43.34239,5.3599,17,2,2
1,1,1,0.0,2021,24.0,50.0,0.0,3.0,3,2.0,1.0,1.0,50.0,12,4,1,1,1043,2,6,0.0,6.0,45.827667,4.997808,8,2,2
1,1,1,2.0,2021,48.0,34.0,2.0,1.0,3,2.0,1.0,1.0,30.0,8,6,1,28,28218,2,1,0.0,1.0,48.44057,1.47036,18,3,2
1,1,2,8.0,2021,55.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,5,11,1,75,75118,2,1,0.0,2.0,48.899916,2.335818,8,2,2
1,1,1,1.0,2021,86.0,7.0,0.0,1.0,4,1.0,1.0,1.0,50.0,11,11,1,84,84141,2,1,0.0,6.0,43.979004,4.902479,16,1,1
2,2,2,1.0,2021,15.0,7.0,2.0,1.0,3,2.0,1.0,1.0,50.0,8,7,1,93,93014,2,3,0.0,4.0,48.91258,2.5517,17,4,3
1,1,2,2.0,2021,32.0,32.0,2.0,1.0,3,2.0,2.0,1.0,50.0,30,1,5,93,93066,2,2,1.0,6.0,48.9478439097,2.3572523053,23,2,2
10,3,2,0.0,2021,81.0,7.0,1.0,1.0,6,2.0,1.0,8.0,30.0,24,9,1,42,42299,2,1,0.0,6.0,45.606987,4.089612,15,2,1
1,1,1,2.0,2021,74.0,30.0,0.0,1.0,3,2.0,1.0,1.0,50.0,16,2,1,974,97411,2,1,0.0,7.0,-20.89202,55.44488,16,1,1
1,1,2,2.0,2021,41.0,32.0,2.0,1.0,1,3.0,1.0,1.0,70.0,10,9,1,33,33039,1,1,0.0,7.0,44.806052,-0.529673,12,3,2
1,1,1,8.0,2021,24.0,32.0,2.0,1.0,4,2.0,1.0,1.0,30.0,14,9,1,69,69384,2,2,0.0,3.0,45.77958,4.82737,9,2,2
1,2,1,1.0,2021,50.0,7.0,2.0,1.0,2,2.0,1.0,8.0,50.0,9,8,1,976,97611,2,1,0.0,3.0,-12.78709,45.22548,14,3,2
1,1,1,2.0,2021,60.0,31.0,2.0,1.0,4,1.0,1.0,5.0,30.0,12,10,1,75,75120,2,5,0.0,3.0,48.864659,2.405655,8,2,2
10,3,2,0.0,2021,93.0,7.0,1.0,1.0,3,1.0,1.0,1.0,50.0,6,9,1,83,83123,2,1,0.0,6.0,43.12113,5.81817,12,2,1
3,2,2,1.0,2021,8.0,7.0,2.0,1.0,3,2.0,2.0,1.0,50.0,12,1,1,69,69291,2,2,1.0,1.0,45.633336,4.859642,16,3,2
1,1,1,1.0,2021,52.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,20,11,5,6,6029,2,2,0.0,3.0,43.54958,6.97596,2,3,2
1,1,1,2.0,2021,35.0,33.0,2.0,1.0,3,2.0,1.0,1.0,70.0,24,11,1,972,97213,2,3,0.0,3.0,14.6231,-61.006,8,2,2
1,1,1,2.0,2021,23.0,2.0,2.0,1.0,7,1.0,1.0,1.0,50.0,7,3,5,83,83069,2,5,0.0,3.0,43.1132442523,6.1244850678,19,2,2
1,1,1,2.0,2021,58.0,30.0,9.0,1.0,7,2.0,1.0,5.0,70.0,15,2,1,83,83069,1,9,0.0,1.0,43.0958,6.1315,9,2,2
1,1,1,2.0,2021,30.0,33.0,2.0,1.0,3,2.0,1.0,1.0,80.0,8,9,1,78,78030,1,1,0.0,3.0,48.694826,1.907641,13,2,2
4,2,1,1.0,2021,49.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,14,3,1,81,81004,2,1,0.0,4.0,43.93294,2.14671,17,8,5
1,1,1,1.0,2021,52.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,10,8,1,54,54395,2,1,0.0,3.0,48.68414,6.1964,20,4,2
1,1,2,8.0,2021,36.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,4,7,2,92,92036,2,3,0.0,3.0,48.9200993574,2.315056175,20,2,2
1,1,1,2.0,2021,23.0,33.0,2.0,1.0,3,2.0,9.0,1.0,80.0,24,10,1,7,7040,1,1,0.0,1.0,45.021058,4.691613,17,2,2
1,1,1,2.0,2021,26.0,33.0,2.0,1.0,4,1.0,2.0,1.0,70.0,11,2,5,75,75120,2,4,0.0,2.0,48.856321,2.414137,18,2,2
1,1,1,2.0,2021,32.0,33.0,0.0,1.0,1,1.0,1.0,1.0,90.0,25,6,1,94,94073,1,1,0.0,7.0,48.7706982373,2.3867885922,7,1,1
1,1,1,8.0,2021,32.0,1.0,2.0,5.0,4,1.0,1.0,1.0,30.0,2,6,1,17,17300,2,2,0.0,3.0,46.16073,-1.15327,14,2,2
1,1,2,1.0,2021,67.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,2,4,1,14,14079,1,1,0.0,2.0,49.324206,0.03549,14,2,2
1,1,2,1.0,2021,53.0,7.0,0.0,2.0,3,2.0,1.0,3.0,70.0,15,4,1,1,1313,1,1,0.0,7.0,46.252316,6.064641,18,1,1
2,2,1,1.0,2021,21.0,7.0,0.0,1.0,3,3.0,1.0,4.0,50.0,22,8,2,92,92023,2,1,0.0,6.0,48.77855,2.23453,8,2,1
1,1,2,1.0,2021,48.0,7.0,2.0,1.0,4,3.0,2.0,1.0,50.0,1,11,1,33,33063,2,1,1.0,2.0,44.86372,-0.55776,12,2,2
1,1,1,1.0,2021,26.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,9,5,1,49,49097,1,2,0.0,3.0,47.591035,-0.217956,18,6,2
1,1,2,1.0,2021,43.0,7.0,2.0,1.0,2,3.0,1.0,1.0,110.0,9,11,1,95,95351,1,1,0.0,2.0,49.040313,2.482885,7,2,2
1,1,1,1.0,2021,19.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,24,9,1,51,51454,2,3,0.0,5.0,49.25313,4.04471,12,4,3
1,1,1,2.0,2021,20.0,30.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,11,5,75,75108,2,3,0.0,3.0,48.868856,2.314638,2,2,2
1,1,1,2.0,2021,68.0,31.0,0.0,1.0,3,2.0,1.0,3.0,80.0,22,10,1,201,201139,2,1,0.0,7.0,41.655599,9.320719,15,1,1
1,1,1,2.0,2021,29.0,33.0,2.0,1.0,4,2.0,1.0,1.0,80.0,1,8,1,22,22013,1,2,0.0,3.0,48.496232,-3.187859,19,2,2
2,2,1,1.0,2021,20.0,7.0,0.0,1.0,1,3.0,2.0,2.0,130.0,13,7,3,12,12084,1,1,1.0,6.0,44.0520301098,3.0474181473,2,2,1
1,1,2,1.0,2021,23.0,7.0,0.0,1.0,3,2.0,2.0,4.0,50.0,29,12,5,62,62349,2,1,1.0,6.0,50.52073,2.60004,23,1,1
1,1,1,2.0,2021,30.0,32.0,2.0,1.0,4,2.0,1.0,1.0,50.0,8,4,5,26,26058,2,6,0.0,3.0,44.94106,4.8937,22,2,2
1,1,1,2.0,2021,16.0,30.0,2.0,1.0,4,2.0,2.0,1.0,50.0,3,9,1,64,64445,2,3,1.0,3.0,43.29838,-0.35768,8,2,2
1,1,1,2.0,2021,58.0,33.0,2.0,1.0,2,2.0,1.0,1.0,80.0,27,7,1,25,25103,1,3,0.0,3.0,47.160453,5.951929,10,2,2
1,1,1,2.0,2021,25.0,33.0,2.0,1.0,1,3.0,2.0,1.0,110.0,12,1,2,95,95252,1,1,1.0,5.0,48.9852350074,2.2141367197,8,4,4
1,1,1,2.0,2021,46.0,32.0,2.0,1.0,4,2.0,2.0,1.0,50.0,28,1,1,75,75118,2,1,0.0,3.0,48.885118,2.330282,13,2,2
3,2,2,1.0,2021,26.0,7.0,2.0,1.0,4,1.0,1.0,1.0,70.0,19,1,5,75,75112,2,1,0.0,2.0,48.833099,2.407166,21,5,2
1,1,2,1.0,2021,38.0,7.0,2.0,1.0,1,3.0,1.0,1.0,70.0,8,6,1,13,13055,1,1,0.0,4.0,43.32995,5.40051,10,4,3
10,3,1,0.0,2021,7.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,9,7,1,31,31490,2,1,0.0,6.0,43.74684,1.372926,19,4,1
1,1,1,2.0,2021,20.0,2.0,0.0,1.0,3,2.0,1.0,4.0,50.0,23,6,1,8,8281,2,1,0.0,6.0,49.66752,5.192411,15,1,1
2,2,1,1.0,2021,31.0,7.0,2.0,1.0,2,1.0,1.0,1.0,110.0,31,5,1,91,91064,1,1,0.0,4.0,48.74655,2.19627,17,5,4
10,3,2,8.0,2021,82.0,7.0,1.0,1.0,4,2.0,1.0,1.0,30.0,3,11,5,91,91200,2,6,0.0,6.0,48.525073,2.035735,7,2,1
2,2,1,1.0,2021,59.0,7.0,2.0,1.0,2,2.0,1.0,1.0,80.0,2,6,1,13,13047,1,1,0.0,2.0,43.4978185484,4.9663015486,9,3,2
1,1,1,2.0,2021,28.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,1,7,2,4,4209,2,4,1.0,3.0,44.217916,5.9395,19,2,2
1,1,1,1.0,2021,52.0,7.0,0.0,1.0,3,2.0,1.0,1.0,80.0,13,6,1,59,59239,1,1,0.0,6.0,50.4015760502,3.1750498875,17,1,1
10,3,2,0.0,2021,16.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,20,4,1,976,97611,2,1,0.0,6.0,-12.7935,45.21698,14,2,1
1,1,1,4.0,2021,44.0,1.0,0.0,5.0,3,2.0,2.0,1.0,80.0,19,12,3,80,80576,1,1,1.0,2.0,49.727947,2.958927,2,2,2
1,1,2,1.0,2021,46.0,7.0,2.0,1.0,4,3.0,1.0,1.0,50.0,8,1,1,31,31555,2,1,0.0,2.0,43.59408,1.43374,9,2,2
1,1,2,2.0,2021,47.0,43.0,2.0,1.0,4,2.0,1.0,1.0,50.0,16,6,1,13,13028,2,1,0.0,2.0,43.1723694359,5.5984173886,8,2,2
10,3,2,0.0,2021,16.0,7.0,1.0,1.0,4,2.0,1.0,4.0,50.0,7,6,1,95,95280,2,1,0.0,6.0,49.03238,2.45876,18,2,1
1,1,2,0.0,2021,36.0,1.0,0.0,5.0,4,2.0,2.0,5.0,20.0,5,8,1,67,67118,2,1,0.0,7.0,48.583726,7.689191,17,1,1
1,1,2,2.0,2021,33.0,1.0,0.0,5.0,4,2.0,1.0,1.0,30.0,6,9,1,75,75107,2,1,0.0,6.0,48.85189,2.299761,8,1,1
2,2,2,1.0,2021,13.0,7.0,2.0,1.0,2,1.0,2.0,1.0,80.0,22,11,3,50,50502,1,1,0.0,2.0,49.0976,-1.0605,22,4,2
1,1,1,2.0,2021,32.0,30.0,2.0,1.0,4,2.0,2.0,1.0,50.0,15,9,1,75,75108,2,3,0.0,2.0,48.8700739768,2.3066789827,13,2,2
1,1,1,2.0,2021,34.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,8,10,1,29,29019,2,3,0.0,3.0,48.403908,-4.500316,19,2,2
1,1,1,1.0,2021,28.0,7.0,0.0,1.0,3,2.0,1.0,1.0,80.0,7,2,2,74,74169,1,6,0.0,1.0,46.063539,6.540046,17,3,2
3,2,2,0.0,2021,28.0,7.0,0.0,1.0,9,2.0,1.0,3.0,80.0,23,7,1,973,97362,1,1,0.0,7.0,3.818631,-54.160988,12,3,1
1,1,1,2.0,2021,65.0,33.0,2.0,1.0,3,2.0,1.0,1.0,80.0,10,10,1,54,54118,1,1,0.0,2.0,49.4821539361,5.5047297485,15,2,2
1,1,1,2.0,2021,20.0,2.0,2.0,1.0,4,1.0,1.0,1.0,50.0,30,6,1,92,92044,2,2,0.0,3.0,48.8929447306,2.2895842418,13,2,2
1,1,1,8.0,2021,36.0,2.0,0.0,1.0,3,2.0,1.0,1.0,80.0,23,7,1,67,67510,1,6,0.0,3.0,48.763953,7.69665,18,2,2
1,1,1,2.0,2021,30.0,32.0,2.0,1.0,7,2.0,1.0,1.0,50.0,23,3,1,57,57463,2,4,0.0,3.0,49.13464,6.17669,12,2,2
1,1,1,2.0,2021,34.0,2.0,2.0,1.0,3,3.0,2.0,1.0,50.0,28,4,5,973,97302,2,1,1.0,3.0,4.9301984563,-52.3044900983,20,2,2
2,2,2,1.0,2021,55.0,7.0,2.0,1.0,4,2.0,2.0,1.0,50.0,15,5,1,69,69384,2,2,1.0,1.0,45.7796,4.8208,19,3,2
1,1,1,1.0,2021,46.0,7.0,0.0,1.0,1,1.0,1.0,1.0,70.0,4,8,3,77,77121,1,1,0.0,7.0,48.8317,2.6692,4,1,1
1,1,1,2.0,2021,39.0,2.0,2.0,1.0,2,3.0,1.0,2.0,90.0,22,10,2,973,97302,1,1,0.0,3.0,4.90287,-52.32451,17,2,2
1,1,1,2.0,2021,24.0,33.0,0.0,1.0,7,2.0,1.0,1.0,50.0,29,11,1,6,6027,2,1,0.0,6.0,43.64841,7.13821,8,1,1
2,2,2,1.0,2021,74.0,10.0,2.0,1.0,4,2.0,1.0,1.0,50.0,10,6,1,85,85194,2,2,0.0,3.0,46.52937,-1.77805,14,3,2
1,1,1,1.0,2021,52.0,7.0,2.0,1.0,3,2.0,1.0,1.0,50.0,18,12,5,973,97302,2,1,0.0,5.0,4.92716,-52.31971,19,4,3
10,3,2,0.0,2021,15.0,7.0,1.0,1.0,3,2.0,1.0,1.0,50.0,15,12,1,95,95018,2,1,0.0,6.0,48.9441606298,2.2510385513,17,2,1
10,3,1,0.0,2021,79.0,10.0,1.0,1.0,3,3.0,1.0,1.0,110.0,31,10,3,66,66141,1,1,0.0,6.0,42.761055,2.897805,2,2,1
1,1,1,2.0,2021,50.0,33.0,9.0,1.0,4,2.0,1.0,5.0,50.0,4,6,1,54,54265,1,1,0.0,3.0,48.64152,6.18231,18,2,2
1,1,1,2.0,2021,41.0,33.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,9,1,13,13207,2,1,0.0,3.0,43.2906,5.35919,16,2,2
1,1,2,8.0,2021,65.0,7.0,0.0,1.0,3,2.0,1.0,3.0,70.0,23,5,1,69,69192,1,4,0.0,6.0,46.0319644148,4.5537583949,14,2,1
2,2,2,1.0,2021,34.0,7.0,2.0,1.0,3,2.0,2.0,1.0,80.0,16,11,1,80,80250,1,1,1.0,1.0,50.208687,1.904403,15,3,2
1,1,1,2.0,2021,18.0,2.0,2.0,1.0,2,2.0,1.0,1.0,50.0,14,6,1,26,26166,2,2,1.0,3.0,44.753362,4.817655,18,2,2
1,1,1,1.0,2021,74.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,12,1,94,94076,1,1,0.0,6.0,48.79461,2.3479,14,5,2
7,2,1,1.0,2021,36.0,14.0,0.0,1.0,3,2.0,2.0,3.0,80.0,13,3,1,10,10287,1,1,1.0,7.0,48.36269,4.352828,15,6,1
1,1,1,2.0,2021,21.0,31.0,2.0,1.0,4,2.0,1.0,1.0,50.0,25,5,1,94,94004,2,1,0.0,1.0,48.76,2.51,20,2,2
10,3,1,0.0,2021,20.0,1.0,1.0,5.0,9,1.0,1.0,1.0,50.0,5,8,1,65,65440,2,1,0.0,6.0,43.233507473,0.0731760263,12,2,1
10,3,1,8.0,2021,18.0,37.0,2.0,1.0,4,2.0,1.0,1.0,50.0,15,4,5,93,93029,2,1,0.0,6.0,48.92519,2.44823,0,2,1
1,1,1,2.0,2021,22.0,33.0,0.0,1.0,3,2.0,1.0,3.0,90.0,26,6,1,3,3024,1,1,0.0,7.0,46.332654,3.713164,14,1,1
1,1,1,2.0,2021,52.0,1.0,0.0,5.0,4,2.0,1.0,1.0,50.0,1,8,1,91,91223,2,1,0.0,7.0,48.43129,2.13649,14,1,1
1,1,1,1.0,2021,42.0,10.0,2.0,1.0,7,2.0,2.0,1.0,70.0,3,12,2,21,21315,1,1,1.0,1.0,47.373252,4.951245,17,2,2
1,1,1,1.0,2021,21.0,30.0,2.0,1.0,4,2.0,1.0,1.0,50.0,21,12,5,974,97409,2,1,0.0,3.0,-20.9484,55.65773,20,2,2
1,1,1,2.0,2021,25.0,32.0,2.0,1.0,4,3.0,1.0,1.0,30.0,24,11,5,75,75107,2,1,0.0,3.0,48.863253,2.319501,17,2,2
1,1,1,8.0,2021,21.0,1.0,0.0,5.0,3,3.0,2.0,1.0,50.0,15,9,1,92,92012,2,1,1.0,6.0,48.8395842338,2.2413207911,10,1,1
1,1,1,8.0,2021,27.0,1.0,0.0,5.0,4,3.0,1.0,1.0,50.0,8,1,5,69,69266,2,1,0.0,2.0,45.7775806213,4.8779848633,21,2,2
1,1,2,1.0,2021,57.0,7.0,2.0,1.0,1,3.0,1.0,1.0,90.0,18,10,1,33,33249,1,1,0.0,3.0,44.88389,-0.519216,16,2,2
1,1,1,2.0,2021,40.0,30.0,2.0,1.0,4,2.0,1.0,5.0,50.0,7,6,1,75,75111,2,7,0.0,4.0,48.8669449924,2.3657566309,16,3,3
10,3,1,0.0,2021,58.0,7.0,1.0,1.0,4,2.0,1.0,3.0,50.0,12,8,1,971,97101,1,9,0.0,6.0,16.25983,-61.49702,18,4,1
1,1,1,1.0,2021,48.0,10.0,2.0,1.0,4,1.0,1.0,1.0,50.0,11,8,1,14,14118,2,6,0.0,2.0,49.18821,-0.3783,12,2,2
2,2,1,1.0,2021,49.0,7.0,0.0,1.0,4,2.0,1.0,3.0,30.0,17,9,4,73,73011,2,1,0.0,6.0,45.671911,6.37224,23,4,1
1,1,1,2.0,2021,17.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,22,9,2,38,38181,2,2,0.0,3.0,45.344975,5.976219,7,2,2
1,1,1,2.0,2021,28.0,1.0,2.0,5.0,4,1.0,2.0,1.0,50.0,14,1,5,80,80021,2,1,1.0,1.0,49.89131,2.29659,19,2,2
1,1,1,8.0,2021,25.0,10.0,0.0,1.0,2,1.0,2.0,1.0,70.0,27,3,1,74,74143,1,1,1.0,6.0,45.898939,6.783435,8,1,1
1,1,1,1.0,2021,44.0,7.0,2.0,1.0,4,2.0,1.0,1.0,30.0,18,5,1,93,93032,2,2,0.0,3.0,48.88817,2.5293,9,2,2
1,1,1,6.0,2021,15.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,2,4,1,1,1288,1,1,0.0,1.0,46.1998382198,5.9377066791,16,2,2
1,1,1,2.0,2021,21.0,33.0,1.0,1.0,4,2.0,1.0,1.0,50.0,5,7,5,13,13207,2,1,0.0,3.0,43.28105,5.3516,22,2,1
1,1,1,1.0,2021,28.0,7.0,2.0,1.0,4,1.0,1.0,1.0,70.0,18,9,1,75,75112,2,1,0.0,4.0,48.8306302199,2.402870357,11,7,4
10,3,1,0.0,2021,6.0,2.0,1.0,1.0,3,2.0,2.0,1.0,50.0,3,12,1,93,93077,2,1,1.0,6.0,48.88722,2.49502,11,2,1
2,2,1,1.0,2021,60.0,7.0,2.0,1.0,1,3.0,1.0,1.0,70.0,3,5,1,33,33063,1,1,0.0,4.0,44.881432,-0.545258,16,5,4
10,3,1,0.0,2021,57.0,7.0,1.0,1.0,4,2.0,1.0,1.0,30.0,23,9,5,75,75115,2,2,0.0,6.0,48.832071,2.280679,6,2,1
1,1,1,2.0,2021,68.0,1.0,2.0,5.0,3,2.0,1.0,1.0,80.0,18,2,1,10,10115,1,1,0.0,2.0,48.318655,4.129052,9,2,2
2,2,2,1.0,2021,22.0,7.0,2.0,1.0,1,1.0,1.0,1.0,90.0,7,11,3,13,13071,1,1,0.0,2.0,43.39652,5.29842,19,5,2
2,2,1,2.0,2021,23.0,34.0,2.0,1.0,3,2.0,1.0,1.0,80.0,28,3,2,13,13108,1,1,0.0,3.0,43.80039,4.67311,20,3,2
1,1,2,8.0,2021,56.0,32.0,2.0,1.0,4,3.0,1.0,1.0,30.0,11,12,1,75,75120,2,3,0.0,3.0,48.8584022942,2.3900467157,12,2,2
10,3,2,0.0,2021,7.0,7.0,1.0,1.0,7,3.0,1.0,1.0,50.0,25,9,1,63,63113,2,1,0.0,6.0,45.7816,3.07081,12,3,1
1,1,1,1.0,2021,30.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,8,10,1,31,31291,1,1,0.0,1.0,43.576536,1.212385,15,2,2
1,1,1,2.0,2021,24.0,33.0,2.0,1.0,1,1.0,1.0,1.0,90.0,15,10,5,13,13071,1,1,0.0,3.0,43.41585,5.3648,19,3,2
1,1,1,2.0,2021,69.0,1.0,2.0,5.0,3,1.0,1.0,1.0,50.0,17,3,1,14,14562,2,1,0.0,3.0,49.329686,-0.39271,11,2,2
10,3,2,0.0,2021,43.0,1.0,1.0,5.0,4,2.0,1.0,4.0,30.0,20,12,1,75,75107,2,4,0.0,6.0,48.856338,2.309819,9,2,1
1,1,1,8.0,2021,65.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,14,11,2,10,10321,1,1,0.0,2.0,48.2891,3.9983,17,2,2
1,1,1,2.0,2021,35.0,33.0,2.0,1.0,3,2.0,1.0,1.0,50.0,30,12,5,64,64024,2,2,0.0,3.0,43.48151,-1.50948,20,2,2
10,3,1,0.0,2021,49.0,7.0,1.0,1.0,4,1.0,2.0,1.0,50.0,5,10,1,35,35238,2,1,0.0,6.0,48.13043,-1.6589,8,2,1
1,1,1,2.0,2021,28.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,7,4,1,93,93072,2,1,0.0,3.0,48.94518,2.38669,11,2,2
1,1,1,1.0,2021,38.0,7.0,2.0,1.0,5,2.0,1.0,1.0,30.0,10,6,1,51,51493,1,1,0.0,1.0,49.2221123536,4.0977609158,7,2,2
1,1,1,2.0,2021,17.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,7,5,1,35,35238,2,1,0.0,3.0,48.10124,-1.65983,9,2,2
1,1,2,1.0,2021,33.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,25,5,1,37,37261,2,1,0.0,2.0,47.4051196643,0.6932203212,7,2,2
1,1,1,2.0,2021,56.0,31.0,0.0,1.0,4,2.0,2.0,1.0,50.0,12,1,1,75,75105,2,2,1.0,7.0,48.841165,2.35595,12,1,1
2,2,2,1.0,2021,1.0,7.0,2.0,1.0,4,1.0,1.0,1.0,30.0,22,8,1,69,69386,2,2,0.0,3.0,45.76657,4.8424,15,3,2
1,1,1,1.0,2021,73.0,7.0,2.0,1.0,3,2.0,1.0,1.0,70.0,21,4,1,38,38256,1,2,0.0,2.0,45.456691,5.545349,11,4,2
10,3,2,0.0,2021,46.0,7.0,1.0,1.0,4,1.0,1.0,1.0,50.0,27,6,1,95,95680,2,3,0.0,6.0,48.9971818739,2.4137359858,10,2,1
