place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
1,1,1,2.0,2021,56.0,33.0,2.0,1.0,3,2.0,1.0,1.0,70.0,6,10,2,14,14538,1,1,0.0,3.0,49.10104,-0.3081,7,2,2
2,2,2,2.0,2021,22.0,33.0,2.0,1.0,4,1.0,2.0,1.0,30.0,8,9,5,75,75106,2,7,1.0,3.0,48.844044,2.323431,22,3,2
1,1,1,1.0,2021,19.0,7.0,2.0,1.0,3,2.0,2.0,1.0,90.0,11,12,1,87,87068,1,1,0.0,1.0,46.153631,1.428995,9,3,2
1,1,2,2.0,2021,50.0,32.0,2.0,1.0,3,2.0,1.0,1.0,80.0,2,8,1,1,1153,1,2,0.0,3.0,46.2941031609,6.0425815685,7,2,2
2,2,2,1.0,2021,89.0,10.0,2.0,1.0,3,2.0,1.0,1.0,90.0,15,7,1,65,65148,1,1,0.0,1.0,43.26371,0.504963,15,4,2
1,1,1,2.0,2021,36.0,31.0,2.0,1.0,7,1.0,1.0,1.0,30.0,30,8,1,38,38185,2,3,0.0,3.0,45.19269,5.73735,17,2,2
1,1,1,2.0,2021,37.0,32.0,2.0,1.0,4,2.0,1.0,1.0,50.0,14,10,1,60,60141,2,1,0.0,6.0,49.189199,2.460042,17,2,2
1,1,1,1.0,2021,28.0,7.0,2.0,1.0,2,3.0,1.0,1.0,90.0,22,11,3,35,35238,1,1,0.0,4.0,48.11508,-1.71895,19,6,3
1,1,2,1.0,2021,22.0,7.0,2.0,1.0,7,2.0,1.0,1.0,50.0,20,2,1,63,63308,2,1,0.0,4.0,45.76451,3.05693,10,3,3
10,3,2,0.0,2021,74.0,10.0,1.0,1.0,4,1.0,1.0,1.0,50.0,29,1,1,49,49099,2,1,0.0,6.0,47.0697931823,-0.8866182237,17,2,1
1,1,1,8.0,2021,42.0,3.0,0.0,1.0,3,2.0,1.0,3.0,70.0,12,8,1,81,81116,1,1,0.0,6.0,43.698969,1.852376,18,1,1
1,1,2,2.0,2021,24.0,2.0,2.0,1.0,3,3.0,1.0,1.0,70.0,27,9,1,50,50602,2,1,0.0,3.0,49.63594,-1.58108,14,2,2
1,1,1,2.0,2021,35.0,30.0,2.0,1.0,3,2.0,1.0,1.0,50.0,22,10,1,3,3023,2,1,0.0,2.0,46.142,3.397,16,2,2
1,1,1,1.0,2021,57.0,7.0,0.0,1.0,2,2.0,2.0,1.0,70.0,21,11,3,95,95572,1,1,1.0,6.0,49.03247,2.10788,23,1,1
1,1,2,1.0,2021,62.0,7.0,2.0,2.0,3,2.0,1.0,1.0,50.0,27,7,1,64,64057,1,2,0.0,5.0,43.464063,-0.619193,15,4,3
10,3,1,0.0,2021,42.0,7.0,1.0,1.0,4,4.0,1.0,1.0,50.0,14,12,5,41,41018,2,3,0.0,6.0,47.60385,1.32829,17,2,1
1,1,1,8.0,2021,19.0,1.0,2.0,5.0,4,1.0,1.0,1.0,50.0,29,3,1,51,51454,2,3,0.0,3.0,49.2502238437,4.0268394078,8,2,2
10,3,1,0.0,2021,84.0,7.0,1.0,1.0,4,1.0,2.0,1.0,30.0,5,2,4,56,56260,2,6,1.0,6.0,47.64683,-2.74354,7,2,1
1,1,1,1.0,2021,61.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,14,2,1,4,4242,1,3,0.0,2.0,43.8959731814,5.8774778229,11,2,2
1,1,1,2.0,2021,30.0,31.0,2.0,1.0,7,2.0,1.0,1.0,80.0,9,3,3,13,13030,1,1,0.0,1.0,43.265894,5.673409,21,2,2
2,2,2,1.0,2021,60.0,7.0,2.0,1.0,3,2.0,1.0,1.0,50.0,2,9,1,10,10323,2,9,0.0,1.0,48.508182,3.745447,6,4,2
1,1,1,8.0,2021,48.0,1.0,0.0,5.0,4,2.0,1.0,1.0,50.0,31,3,1,49,49267,2,1,0.0,7.0,47.47731,-0.50663,13,1,1
2,1,1,2.0,2021,23.0,30.0,2.0,3.0,3,1.0,1.0,1.0,50.0,26,7,1,93,93070,2,4,0.0,3.0,48.91185,2.33376,7,2,2
10,3,1,0.0,2021,56.0,7.0,1.0,1.0,7,2.0,2.0,1.0,50.0,2,10,1,35,35196,2,3,1.0,6.0,48.072613,-1.848793,9,2,1
4,2,2,1.0,2021,23.0,7.0,2.0,1.0,3,2.0,1.0,1.0,30.0,9,2,1,94,94033,2,2,0.0,3.0,48.8487,2.4777,9,4,2
2,2,1,2.0,2021,22.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,26,5,1,33,33249,2,2,0.0,3.0,44.87593,-0.51509,13,3,2
1,1,1,2.0,2021,56.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,24,4,1,57,57706,1,1,0.0,2.0,48.825023,6.769794,18,2,2
2,2,2,8.0,2021,18.0,7.0,0.0,1.0,3,2.0,1.0,1.0,50.0,16,10,1,25,25539,2,4,0.0,6.0,47.4592,6.8568,17,2,1
10,3,2,8.0,2021,79.0,7.0,1.0,1.0,4,1.0,1.0,1.0,30.0,24,11,2,54,54580,2,4,0.0,6.0,49.469435,5.930231,16,2,1
2,2,2,8.0,2021,20.0,50.0,2.0,3.0,3,2.0,1.0,1.0,50.0,25,7,1,93,93066,2,1,1.0,3.0,48.932296,2.348941,16,3,2
2,2,1,8.0,2021,27.0,30.0,0.0,1.0,4,2.0,1.0,6.0,50.0,19,2,5,69,69382,2,1,0.0,7.0,45.74884,4.830638,20,2,1
1,1,1,2.0,2021,47.0,30.0,2.0,1.0,4,2.0,1.0,1.0,50.0,27,8,5,75,75118,2,3,0.0,2.0,48.892711,2.359738,1,2,2
1,1,2,2.0,2021,16.0,30.0,2.0,1.0,4,2.0,1.0,1.0,50.0,28,10,5,37,37261,2,3,0.0,3.0,47.4103946447,0.7066217521,23,2,2
1,1,2,1.0,2021,28.0,7.0,0.0,1.0,3,2.0,2.0,3.0,80.0,15,7,1,6,6071,1,1,0.0,6.0,44.069303,6.854718,19,1,1
1,1,1,2.0,2021,62.0,33.0,2.0,1.0,4,2.0,1.0,1.0,50.0,21,10,1,45,45234,2,2,0.0,1.0,47.91288,1.91249,12,2,2
1,1,1,2.0,2021,15.0,2.0,0.0,1.0,4,2.0,9.0,1.0,50.0,10,8,1,29,29160,1,1,0.0,7.0,48.5190075791,-4.4388279319,14,1,1
1,1,1,2.0,2021,31.0,30.0,2.0,1.0,3,2.0,1.0,1.0,15.0,11,3,1,93,93066,2,1,0.0,3.0,48.9321290403,2.3650419694,10,2,2
1,1,1,2.0,2021,16.0,2.0,0.0,1.0,3,2.0,2.0,8.0,50.0,26,12,5,90,90041,2,1,1.0,6.0,47.722267,6.914354,3,1,1
10,3,1,0.0,2021,43.0,10.0,1.0,1.0,3,2.0,1.0,1.0,50.0,18,2,1,56,56121,2,6,0.0,6.0,47.73524,-3.37477,13,2,1
5,2,1,1.0,2021,21.0,7.0,0.0,1.0,4,3.0,1.0,1.0,50.0,13,11,5,6,6088,2,1,0.0,6.0,43.734234,7.293114,21,5,1
2,2,2,1.0,2021,34.0,7.0,2.0,1.0,7,3.0,1.0,1.0,90.0,18,12,3,67,67482,1,1,0.0,2.0,48.59113,7.7345,20,3,2
1,1,1,1.0,2021,20.0,7.0,0.0,1.0,3,2.0,2.0,3.0,80.0,6,5,1,1,1065,1,9,1.0,6.0,46.207636,5.141945,9,1,1
1,1,2,1.0,2021,25.0,7.0,2.0,1.0,1,1.0,1.0,1.0,90.0,29,11,3,13,13005,1,1,0.0,4.0,43.28903,5.55021,17,5,5
1,1,2,8.0,2021,30.0,7.0,2.0,1.0,4,1.0,1.0,1.0,50.0,21,10,1,69,69259,2,1,0.0,3.0,45.72834,4.85438,9,2,2
10,3,1,0.0,2021,26.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,19,6,1,38,38185,2,2,0.0,1.0,45.1784,5.74939,11,2,1
1,1,1,2.0,2021,34.0,50.0,0.0,3.0,4,1.0,1.0,1.0,50.0,11,9,1,77,77284,2,9,0.0,2.0,48.9518143021,2.9063291326,9,2,2
4,2,2,1.0,2021,11.0,7.0,0.0,1.0,2,3.0,2.0,2.0,70.0,27,12,1,95,95572,1,1,1.0,7.0,49.033924,2.111563,13,3,1
1,1,1,1.0,2021,19.0,7.0,0.0,1.0,3,2.0,1.0,4.0,50.0,4,9,3,10,10269,2,3,0.0,6.0,48.509636,4.099166,0,1,1
1,1,1,2.0,2021,63.0,33.0,0.0,1.0,3,3.0,1.0,4.0,110.0,18,2,1,7,7078,2,1,1.0,6.0,45.2626179,4.707665,14,1,1
2,2,2,2.0,2021,31.0,30.0,2.0,1.0,4,2.0,1.0,1.0,50.0,16,4,1,973,97302,2,1,0.0,3.0,4.9220201372,-52.3124946356,15,3,2
10,3,2,0.0,2021,27.0,50.0,1.0,3.0,4,2.0,1.0,1.0,50.0,16,8,1,92,92012,2,1,0.0,6.0,48.8366383057,2.2417928967,17,2,1
1,1,1,1.0,2021,26.0,7.0,2.0,1.0,1,1.0,2.0,1.0,90.0,17,7,3,1,1275,1,1,0.0,2.0,45.80768,4.927889,2,2,2
1,1,1,1.0,2021,27.0,7.0,0.0,1.0,3,2.0,2.0,3.0,80.0,18,12,3,9,9268,1,1,0.0,6.0,42.996204,1.135926,4,1,1
2,2,1,2.0,2021,11.0,2.0,2.0,1.0,4,3.0,1.0,1.0,50.0,2,6,1,72,72181,2,3,0.0,3.0,47.98123,0.2096,14,3,2
10,3,2,0.0,2021,78.0,30.0,1.0,1.0,6,2.0,1.0,8.0,10.0,28,5,1,33,33063,2,7,0.0,6.0,44.85962,-0.58184,16,2,1
1,1,1,8.0,2021,53.0,7.0,0.0,1.0,3,2.0,1.0,3.0,80.0,12,9,3,7,7218,1,1,0.0,6.0,44.946273,4.558468,1,1,1
1,1,1,1.0,2021,26.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,5,9,1,50,50173,2,3,0.0,3.0,49.6431,-1.64674,12,2,2
1,1,1,2.0,2021,66.0,1.0,2.0,5.0,3,2.0,1.0,1.0,80.0,8,7,1,83,83072,1,1,0.0,5.0,43.475719,6.375069,10,3,3
1,1,1,0.0,2021,72.0,1.0,2.0,5.0,4,2.0,1.0,8.0,50.0,26,10,3,973,97304,2,1,0.0,1.0,5.1755634617,-52.6497318596,19,2,2
1,1,1,1.0,2021,22.0,7.0,2.0,1.0,3,2.0,2.0,3.0,80.0,9,4,1,2,2323,1,1,1.0,1.0,49.91897,3.358598,16,5,2
10,3,1,0.0,2021,9.0,7.0,1.0,1.0,4,2.0,2.0,1.0,50.0,21,10,5,93,93014,2,1,0.0,6.0,48.90839,2.53596,19,2,1
1,1,1,1.0,2021,51.0,7.0,2.0,1.0,3,2.0,2.0,1.0,50.0,3,2,2,8,8391,2,1,1.0,1.0,49.736842,4.926518,7,2,2
1,1,2,2.0,2021,53.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,8,11,1,54,54395,2,2,0.0,3.0,48.6822242291,6.1779042612,15,2,2
1,1,1,1.0,2021,36.0,7.0,2.0,1.0,7,3.0,2.0,1.0,70.0,31,1,5,69,69256,1,1,0.0,2.0,45.7894452278,4.8854945036,18,2,2
1,1,1,8.0,2021,7.0,1.0,2.0,5.0,4,1.0,9.0,1.0,50.0,5,8,1,11,11069,2,1,0.0,6.0,43.21763,2.34933,8,2,2
1,1,1,1.0,2021,42.0,7.0,0.0,1.0,4,1.0,1.0,4.0,50.0,26,4,5,33,33063,2,1,0.0,6.0,44.85936,-0.56529,6,1,1
1,1,1,2.0,2021,72.0,32.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,9,1,83,83137,2,1,0.0,3.0,43.11994,5.9328,10,2,2
10,3,2,0.0,2021,12.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,8,1,1,51,51454,2,1,0.0,7.0,49.2336083657,4.0305754997,14,2,1
1,1,1,2.0,2021,34.0,32.0,2.0,1.0,4,1.0,2.0,1.0,70.0,5,5,1,75,75115,2,1,1.0,4.0,48.834768,2.274802,17,3,3
10,3,2,0.0,2021,28.0,7.0,1.0,1.0,9,2.0,1.0,8.0,30.0,26,1,5,91,91326,2,9,0.0,6.0,48.69,2.38667,18,3,1
10,3,2,0.0,2021,80.0,10.0,1.0,1.0,4,1.0,1.0,1.0,50.0,24,9,1,65,65440,2,3,0.0,6.0,43.233852,0.077655,16,2,1
1,1,2,2.0,2021,33.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,16,9,1,973,97302,2,1,0.0,2.0,4.9318011057,-52.3175135851,18,2,2
1,1,1,1.0,2021,46.0,7.0,2.0,6.0,3,2.0,2.0,1.0,50.0,14,12,2,45,45234,2,1,1.0,2.0,47.8892406654,1.8950557709,17,3,2
1,1,1,2.0,2021,32.0,33.0,2.0,1.0,3,2.0,1.0,1.0,80.0,11,6,1,57,57574,1,1,0.0,1.0,49.481304,6.204835,18,2,2
10,3,2,0.0,2021,13.0,7.0,1.0,1.0,4,1.0,1.0,6.0,50.0,16,6,1,69,69387,2,2,0.0,6.0,45.75183,4.8369,19,2,1
1,1,1,2.0,2021,48.0,33.0,0.0,1.0,7,2.0,1.0,1.0,80.0,14,3,1,34,34095,1,2,0.0,4.0,43.515805,3.769845,13,4,3
1,1,1,2.0,2021,16.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,20,4,1,202,202033,2,3,0.0,3.0,42.6824617966,9.4442439454,18,2,2
2,2,1,0.0,2021,28.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,16,4,2,2,2748,1,1,0.0,1.0,49.082693,3.633599,20,4,2
10,3,2,0.0,2021,57.0,7.0,1.0,1.0,4,2.0,1.0,1.0,30.0,10,12,5,93,93031,2,3,0.0,6.0,48.9582949152,2.2970593977,18,2,1
1,1,2,2.0,2021,61.0,33.0,2.0,1.0,1,2.0,1.0,1.0,90.0,31,8,1,92,92050,1,1,0.0,6.0,48.902257,2.203464,9,2,2
10,3,2,0.0,2021,86.0,7.0,1.0,1.0,3,2.0,1.0,1.0,50.0,10,7,1,41,41084,2,7,0.0,6.0,47.385793,1.957445,11,2,1
1,1,1,2.0,2021,37.0,33.0,0.0,1.0,3,2.0,1.0,1.0,80.0,28,6,1,38,38237,1,1,0.0,7.0,45.039264,6.177235,13,1,1
1,1,2,0.0,2021,31.0,7.0,0.0,1.0,3,2.0,1.0,3.0,50.0,14,8,5,14,14220,2,1,0.0,6.0,49.35008,0.07967,1,1,1
1,1,2,2.0,2021,28.0,33.0,0.0,1.0,1,3.0,1.0,1.0,70.0,1,8,1,93,93053,1,1,0.0,7.0,48.8876568563,2.4726906697,17,1,1
1,1,1,1.0,2021,33.0,7.0,0.0,1.0,1,3.0,2.0,1.0,110.0,4,9,1,95,95488,1,1,1.0,6.0,49.01233,2.15038,9,1,1
1,1,1,1.0,2021,32.0,10.0,2.0,1.0,1,1.0,1.0,1.0,70.0,17,9,1,13,13055,1,1,0.0,2.0,43.33,5.407,15,2,2
1,1,2,1.0,2021,44.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,9,4,2,67,67482,2,3,0.0,2.0,48.590625,7.782041,7,2,2
1,1,1,2.0,2021,35.0,34.0,1.0,1.0,4,1.0,1.0,1.0,50.0,26,4,1,92,92049,2,1,0.0,6.0,48.81994,2.31305,18,2,1
1,1,1,2.0,2021,26.0,33.0,2.0,1.0,4,2.0,1.0,1.0,30.0,28,6,1,75,75111,2,2,0.0,1.0,48.85576,2.391337,8,2,2
1,1,1,2.0,2021,45.0,32.0,2.0,1.0,4,1.0,1.0,5.0,50.0,12,4,1,75,75111,2,2,0.0,3.0,48.864026,2.385995,11,3,2
1,1,1,8.0,2021,25.0,50.0,2.0,3.0,7,2.0,1.0,1.0,50.0,4,7,1,35,35238,2,2,0.0,3.0,48.09459,-1.69015,12,2,2
1,1,1,0.0,2021,30.0,31.0,0.0,1.0,4,2.0,1.0,8.0,30.0,5,2,1,42,42308,2,1,0.0,6.0,45.450817,4.581878,16,1,1
1,1,2,1.0,2021,53.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,10,6,1,39,39479,1,1,0.0,1.0,46.947362,5.737267,15,3,2
10,3,1,0.0,2021,45.0,7.0,1.0,1.0,4,2.0,1.0,1.0,30.0,2,10,5,13,13047,2,1,0.0,3.0,43.59198,4.94033,19,2,1
1,1,1,2.0,2021,23.0,34.0,2.0,1.0,1,3.0,2.0,1.0,110.0,15,11,3,78,78242,1,1,1.0,3.0,48.82036,2.068639,18,6,2
1,1,1,1.0,2021,43.0,7.0,2.0,1.0,7,1.0,1.0,1.0,70.0,14,6,1,34,34172,2,1,0.0,2.0,43.60885,3.91102,20,3,2
1,1,1,1.0,2021,33.0,7.0,0.0,1.0,4,2.0,1.0,8.0,50.0,9,9,5,973,97307,2,9,0.0,7.0,4.885624,-52.34516,0,1,1
1,1,1,2.0,2021,28.0,33.0,2.0,1.0,3,2.0,1.0,1.0,50.0,23,10,1,85,85194,2,1,0.0,3.0,46.54778,-1.80503,16,2,2
1,1,2,1.0,2021,42.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,30,7,3,1,1301,1,2,0.0,2.0,46.251902,5.100494,22,3,2
1,1,1,1.0,2021,38.0,7.0,0.0,1.0,1,3.0,1.0,2.0,90.0,20,10,1,13,13216,1,1,0.0,7.0,43.34135,5.34802,16,1,1
1,1,1,2.0,2021,30.0,30.0,0.0,1.0,4,1.0,1.0,1.0,30.0,1,5,1,35,35238,2,1,0.0,7.0,48.10362,-1.66251,20,1,1
1,1,1,2.0,2021,60.0,33.0,2.0,1.0,3,2.0,1.0,1.0,50.0,31,8,1,6,6069,2,1,0.0,3.0,43.65618,6.919682,9,2,2
2,2,2,2.0,2021,24.0,33.0,2.0,1.0,4,1.0,1.0,1.0,70.0,7,3,1,75,75113,2,1,0.0,4.0,48.817738,2.367338,17,4,3
10,3,1,0.0,2021,49.0,30.0,1.0,3.0,4,1.0,1.0,1.0,30.0,16,7,1,75,75106,2,7,0.0,6.0,48.851273,2.332951,10,2,1
1,1,1,8.0,2021,29.0,1.0,2.0,5.0,4,1.0,2.0,1.0,50.0,22,10,2,51,51454,2,6,0.0,3.0,49.2297840599,4.0147393106,7,2,2
1,1,1,0.0,2021,66.0,36.0,0.0,1.0,4,2.0,7.0,3.0,50.0,16,12,1,12,12125,2,1,0.0,7.0,43.854015,2.626682,13,1,1
1,1,2,1.0,2021,18.0,7.0,0.0,1.0,3,2.0,2.0,1.0,80.0,27,6,1,14,14764,1,1,1.0,6.0,48.870375,-0.406344,17,1,1
2,2,1,1.0,2021,28.0,7.0,2.0,1.0,3,2.0,1.0,1.0,70.0,13,11,2,64,64506,1,1,0.0,2.0,43.05067,-0.601459,18,3,2
10,3,1,0.0,2021,9.0,7.0,1.0,1.0,4,3.0,2.0,1.0,30.0,12,8,5,69,69266,2,1,0.0,6.0,45.76385,4.8734,22,3,1
2,2,2,1.0,2021,36.0,7.0,0.0,6.0,3,2.0,1.0,1.0,80.0,10,7,1,34,34197,1,1,1.0,6.0,43.566847,3.385966,19,3,1
1,1,1,2.0,2021,49.0,33.0,0.0,1.0,4,3.0,1.0,1.0,50.0,26,10,5,13,13210,2,1,0.0,7.0,43.2806991632,5.4069969449,21,1,1
1,1,1,2.0,2021,42.0,33.0,2.0,1.0,4,3.0,1.0,1.0,50.0,16,7,1,72,72181,2,9,0.0,2.0,47.9793,0.215,11,2,2
1,1,1,2.0,2021,26.0,33.0,2.0,1.0,1,3.0,1.0,1.0,90.0,21,3,3,13,13215,1,1,0.0,2.0,43.3645,5.3605,2,3,2
1,1,2,1.0,2021,25.0,7.0,2.0,1.0,4,2.0,1.0,1.0,30.0,18,9,1,69,69149,2,9,0.0,6.0,45.71383,4.81947,15,1,1
1,1,1,1.0,2021,58.0,14.0,2.0,1.0,3,2.0,1.0,1.0,80.0,8,7,1,77,77144,1,1,0.0,1.0,48.7634096431,2.9231275828,9,2,2
1,1,1,8.0,2021,36.0,50.0,2.0,3.0,3,1.0,1.0,1.0,50.0,15,8,1,93,93001,2,2,0.0,1.0,48.908845,2.390594,11,2,2
2,2,1,1.0,2021,32.0,7.0,2.0,1.0,4,3.0,1.0,1.0,50.0,28,6,1,69,69384,2,1,0.0,2.0,45.77447,4.81354,16,4,2
1,1,2,1.0,2021,26.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,16,6,1,89,89345,1,1,0.0,2.0,48.00517,3.668628,18,6,2
10,3,1,8.0,2021,56.0,7.0,1.0,1.0,7,2.0,1.0,1.0,50.0,20,3,1,76,76540,2,1,0.0,6.0,49.4296,1.0717,19,2,1
10,3,1,0.0,2021,84.0,7.0,1.0,1.0,3,2.0,2.0,1.0,50.0,22,6,1,95,95428,2,1,1.0,6.0,48.992515,2.315301,14,2,1
1,1,1,1.0,2021,58.0,10.0,2.0,1.0,3,2.0,1.0,1.0,80.0,21,2,2,24,24308,1,1,0.0,1.0,45.346434,0.882592,7,2,2
2,2,2,1.0,2021,33.0,7.0,2.0,1.0,6,2.0,2.0,1.0,30.0,5,6,1,51,51172,2,1,1.0,2.0,49.216695408,4.0531289577,19,3,2
1,1,1,1.0,2021,26.0,7.0,0.0,1.0,3,2.0,2.0,3.0,90.0,29,10,3,41,41223,1,1,1.0,7.0,47.613989,1.221757,19,1,1
1,1,1,2.0,2021,22.0,33.0,2.0,1.0,3,2.0,1.0,1.0,50.0,5,9,1,62,62806,2,3,0.0,3.0,50.866398,1.629663,17,2,2
1,1,1,2.0,2021,52.0,31.0,2.0,1.0,3,2.0,1.0,1.0,50.0,7,5,1,83,83137,2,9,0.0,3.0,43.12868,5.88765,18,2,2
1,1,2,1.0,2021,23.0,7.0,0.0,1.0,2,3.0,2.0,1.0,110.0,3,8,1,57,57114,1,1,1.0,6.0,48.75386,7.178439,8,1,1
1,1,1,1.0,2021,75.0,3.0,0.0,1.0,7,1.0,1.0,4.0,50.0,24,7,1,31,31150,2,6,0.0,6.0,43.640683,1.33073,8,1,1
1,1,2,1.0,2021,41.0,7.0,2.0,1.0,3,2.0,1.0,1.0,50.0,27,10,1,91,91027,2,2,0.0,3.0,48.71619,2.37071,9,2,2
10,3,2,0.0,2021,22.0,7.0,0.0,1.0,4,1.0,1.0,1.0,30.0,11,10,3,76,76540,2,1,0.0,6.0,49.439107,1.09334,19,2,1
10,3,1,0.0,2021,45.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,4,9,5,75,75117,2,2,0.0,6.0,48.8966583837,2.3095630109,0,2,1
10,3,1,0.0,2021,22.0,7.0,1.0,2.0,3,2.0,2.0,1.0,50.0,3,2,5,94,94069,2,1,1.0,7.0,48.81609,2.46177,2,2,1
1,1,2,1.0,2021,67.0,7.0,0.0,1.0,3,2.0,2.0,1.0,70.0,13,11,1,29,29126,1,1,0.0,6.0,48.552953,-4.404913,12,1,1
1,1,1,2.0,2021,20.0,33.0,0.0,1.0,4,2.0,1.0,1.0,50.0,14,10,1,60,60589,2,1,0.0,3.0,49.241469,2.46763,16,2,2
2,2,2,1.0,2021,38.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,27,2,1,72,72181,2,3,0.0,3.0,48.00923,0.19393,16,3,2
10,3,2,0.0,2021,48.0,7.0,1.0,1.0,3,2.0,2.0,1.0,30.0,25,1,1,14,14366,2,2,0.0,6.0,49.14478,0.22463,14,2,1
1,1,1,1.0,2021,27.0,7.0,2.0,1.0,2,3.0,1.0,1.0,70.0,8,1,1,972,97209,2,1,0.0,2.0,14.60774,-61.0424,8,2,2
1,1,1,2.0,2021,32.0,30.0,2.0,1.0,3,2.0,1.0,1.0,50.0,28,9,1,92,92036,2,4,0.0,3.0,48.9158080373,2.2958904505,15,2,2
1,1,1,1.0,2021,47.0,7.0,0.0,1.0,4,3.0,2.0,1.0,70.0,26,11,1,69,69034,2,1,1.0,6.0,45.78816,4.86099,16,4,4
1,1,1,2.0,2021,24.0,33.0,2.0,1.0,3,2.0,1.0,1.0,30.0,10,5,5,94,94068,2,2,0.0,3.0,48.79704,2.50485,22,2,2
2,2,2,1.0,2021,25.0,7.0,2.0,1.0,1,3.0,1.0,1.0,130.0,12,6,1,33,33343,1,1,0.0,2.0,44.579494,-0.331221,18,3,2
10,3,1,0.0,2021,21.0,30.0,1.0,1.0,4,2.0,2.0,1.0,50.0,4,7,2,44,44109,2,1,1.0,6.0,47.22956,-1.52473,21,2,1
1,1,1,1.0,2021,26.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,24,6,1,88,88496,1,2,0.0,3.0,48.22453,5.817406,12,2,2
1,1,1,1.0,2021,71.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,18,11,1,19,19275,2,4,0.0,3.0,45.5465676175,2.3174999704,9,2,2
1,1,1,1.0,2021,33.0,7.0,0.0,1.0,1,1.0,1.0,1.0,50.0,23,10,5,13,13056,1,1,0.0,6.0,43.411896,5.025331,1,1,1
1,1,1,8.0,2021,71.0,1.0,2.0,5.0,4,2.0,1.0,5.0,50.0,29,1,1,26,26198,2,1,0.0,3.0,44.54225,4.75359,14,2,2
1,1,1,2.0,2021,38.0,31.0,2.0,1.0,4,1.0,1.0,1.0,50.0,21,6,1,94,94028,2,9,0.0,2.0,48.7779881702,2.4672675133,13,2,2
1,1,1,0.0,2021,7.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,30,3,1,38,38463,1,1,1.0,1.0,45.179851,5.359078,17,2,2
2,2,2,1.0,2021,40.0,7.0,2.0,1.0,4,2.0,2.0,1.0,50.0,11,7,1,973,97302,2,1,1.0,3.0,4.91669566,-52.30904195,7,3,2
1,1,1,2.0,2021,50.0,33.0,2.0,1.0,2,1.0,1.0,1.0,70.0,20,11,1,974,97411,2,1,0.0,2.0,-20.9010008023,55.491181612,9,3,2
1,1,1,2.0,2021,23.0,34.0,2.0,1.0,4,2.0,1.0,1.0,50.0,4,11,1,13,13047,2,1,0.0,3.0,43.51968,4.96497,9,2,2
10,3,1,0.0,2021,14.0,37.0,1.0,1.0,4,2.0,1.0,1.0,50.0,15,12,1,93,93008,2,1,0.0,6.0,48.9065,2.44069,15,2,1
1,1,1,2.0,2021,25.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,9,6,1,93,93001,2,1,0.0,3.0,48.903534,2.383183,14,2,2
2,2,2,2.0,2021,34.0,33.0,2.0,1.0,4,4.0,1.0,1.0,50.0,27,2,1,53,53130,2,5,0.0,3.0,48.06982,-0.79248,16,6,2
1,1,1,2.0,2021,29.0,33.0,2.0,1.0,3,3.0,1.0,8.0,50.0,8,11,1,92,92014,2,1,0.0,2.0,48.77427,2.31331,9,2,2
10,3,1,0.0,2021,75.0,13.0,1.0,1.0,4,2.0,2.0,1.0,50.0,20,12,5,69,69286,2,3,0.0,6.0,45.818012932,4.9032819271,20,2,1
1,1,1,2.0,2021,59.0,33.0,0.0,1.0,3,2.0,1.0,3.0,80.0,24,2,1,59,59148,1,1,0.0,7.0,50.143741,4.131289,17,1,1
1,1,1,2.0,2021,18.0,2.0,0.0,1.0,3,2.0,1.0,1.0,50.0,5,8,5,974,97415,2,1,0.0,1.0,-21.008866,55.320004,18,2,1
1,1,1,2.0,2021,43.0,31.0,2.0,1.0,3,4.0,1.0,1.0,50.0,19,5,1,7,7340,2,3,0.0,3.0,44.7294,4.56845,16,2,2
1,1,1,2.0,2021,33.0,33.0,2.0,1.0,4,3.0,1.0,1.0,50.0,30,5,1,29,29019,2,2,0.0,3.0,48.401236,-4.484051,18,2,2
2,2,1,1.0,2021,50.0,7.0,0.0,1.0,1,1.0,1.0,3.0,110.0,2,4,1,91,91340,1,1,0.0,7.0,48.60369,2.4369,20,2,1
